ID,Sex,Age,ParticipantLTR,PartnerNumber,HadSex,AgeSex,Orientation,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,GenHealth,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24,CMVS25,CMVS26
400,1,32,1,5,1,27,2,1,1,8,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
401,2,33,1,8,1,16,1,7,1,3,2,4,4,3,1,4,2,4,4,3,3,3,1,3,4,6,5,7,4,4,5,4,6,4,2,3,3
402,1,35,1,3,1,15,2,3,1,6,3,4,4,4,7,4,7,5,5,5,5,4,7,4,4,7,7,7,1,1,5,4,4,5,1,7,1
403,1,33,1,2,1,18,2,2,1,1,5,4,2,3,2,1,3,4,3,3,4,6,4,2,3,2,1,3,4,4,2,3,2,2,7,4,6
404,1,34,2,2,1,18,2,2,0,0,3,4,4,4,6,5,7,7,4,6,7,6,1,2,2,4,5,4,3,4,7,4,7,7,1,2,1
405,2,43,1, ,2, ,1,2,1,1,4,4,5,6,6,6,5,5,6,6,3,4,4,4,3,4,5,4,3,4,3,3,3,3,4,4,5
406,2,47,1,6,1,17,1,20,1,5,4,4,4,4,5,4,2,5,5,4,4,5,6,7,6,2,3,4,7,6,5,4,3,3,3,4,5
407,2,34,1,7,1,23,1,7,1,4,5,4,4,4,4,3,5,3,3,4,3,2,1,1,2,5,6,4,3,4,5,3,6,3,2,3,4
408,1,25,1,3,1,20,2,2,3,2,3,4,2,1,3,4,5,2,4,3,3,7,3,4,2,1,3,4,3,3,2,2,3,4,6,6,5
409,1,28,1,3,1,18,2,2,2,2,4,4,3,3,3,3,4,3,3,5,5,3,6,5,3,6,4,4,5,5,5,5,4,5,4,3,4
410,2,60,1,3,1,19,1,3,1,12,5,4,6,7,7,6,6,2,2,4,2,2,1,1,1,7,7,7,3,4,3,4,7,1,1,1,1
411,2,29,1,1,1,17,1,2,2,5,3,4,5,6,5,5,7,5,4,5,6,5,2,3,4,7,7,6,2,3,7,4,4,5,1,3,2
412,2,45,1,50,1,14,1,30,1,10,3,4,3,4,3,3,4,3,4,4,4,3,1,1,4,6,6,6,2,2,4,4,4,1,1,2,2
413,1,50,1,12,1,15,2,10,1,2,5,4,3,5,5,3,3,4,4,5,2,5,4,5,4,4,3,3,4,5,5,5,3,3,4,5,5
414,2,66,1,2,1,21,1,2,2,2,2,4,5,5,6,6,6,2,4,5,5,7,7,1,1,7,7,7,7,7,7,4,7,7,1,1,1
415,1,27,1,2,1,22,2,2,1,1,4,4,2,3,4,6,4,5,3,4,5,4,2,4,4,2,4,6,4,5,4,3,4,5,4,5,4
416,1,47,1,1,1,27,2,1,1,1,4,4,3,5,6,4,7,3,3,3,3,2,2,1,2,4,4,5,3,4,3,5,5,5,2,2,4
417,1,40,1,1,1,31,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4
418,1,37,1,3,1,21,2,4,4,1,3,4,2,3,3,4,3,2,3,4,3,6,3, ,5,2,3,2,3,3,2,5,3,2,6,5,5
419,2,24,1,2,1,17,1,2,1,1,4,4,3,6,5,4,3,4,5,5,5,4,4,5,6,5,4,3,4,5,4,3,3,4,3,4,5
420,1,28,1,2,1,21,2,3,1,35,3,4,3,7,6,5,7,7,6,6,7,2,1,1,2,1,4,2,4,5,4,3,3,4,1,1,4
421,2,25,1,3,1,20,1,3,1,20,3,4,4,3,3,4,4,6,6,6,3,5,7,2,7,7,7,7,4,4,4,3,4,5,1,1,1
422,1,49,1,1,1,25,2,2,1,10,4,4,4,4,5,5,6,3,2,4,2,2,4,1,2,4,4,4,2,3,3,4,4,4,3,3,5
423,1,28,1,3,1,22,2,2,1,1,4,4,3,5,6,6,5,3,5,4,6,4,6,4,4,5,3,5,3,5,3,4,6,3,2,4,3
424,2,39,1,2,1,20,1,4,0,0,4,4,3,5,6,4,6,6,7,7,7,6,4,1,2,7,7,7,4,5,7,4,7,4,1,1,1
425,2,44,1,6,1,16,1,6,1,15,3,4,3,3,4,3,3,4,5,6,4,2,6,4,6,7,7,7,3,3,4,3,6,4,2,2,2
426,1,29,1,4,1,24,2,3,1,5,3,4,4,4,4,4,4,5,5,5,5,5,7,4,7,7,7,7,4,4,4,5,7,3,1,1,4
427,1,32,2,0,2, ,2,0,0,0,4,4,4,6,4,4,4,6,6,6,6,6,2,1,3,7,7,7,4,1,4,4,4,4,1,5,5
428,2,56,2,4,1,21,1,6,0,0,4,4,2,3,4,2,4,1,2,4,4,3,7,2,6,7,7,7,4,4,2,4,4,7,5,4,4
429,1,36,1,2,1,24,2,1,1,4,4,4,5,2,1,4,1,2,3,1,1,2,7,7,7,1,1,1,5,5,3,4,2,2,7,2,7
430,2,66,2,20,1,15,1,100,0,0,2,4,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,6,4,6,6,2,2,2
431,2,33,1,8,1,17,1,11,1,0,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
432,1,1992,1,3,1,19,2,5,2,3,3,4,5,4,5,6,5,4,6,5,4,3,6,5,5,6,5,6,5,4,5,6,5,4,3,2,3
433,1,27,2,4,1,18,2,4,0,0,3,4,5,5,5,4,5,5,5,5,5,5,4,4,5,3,2,2,2,3,5,4,5,5,4,5,5
434,1,1992,1,2,1,2010,2,5,4,2,3,4,5,6,5,5,4,6,5,6,4,3, ,6,4,5,4,5,6,4,5,6,5,6,3,3,4
435,1,35,1,8,1,14,2,4,1,6,3,4,2,3,4,2,4,5,5,6,4,5,2,3,2,3,5,4,1,2,3,3,4,4,3,6,6
436,1,19,1,2,1,19,2,1,1,0,2,4,4,6,7,6,6,6,7,6,7,2,7,7,7,6,6,3,2,2,6,4,7,6,1,2,1
437,1,27,1,3,1,17,2,2,1,0,3,4,5,6,6,5,7,4,4,5,4,5,2,3,4,7,6,5,4,2,5,4,6,5,2,6,3
438,1,25,1,4,1,18,2,2,1,22,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
439,1,28,2,0,1,25,2,3,1,0,5,4,1,3,5,3,2,5,2,6,6,5,5,4,3,5,4,4,3,2,3,4,3,7,3,4,5
440,1,32,1,1,1,26,2,1,1,15,4,4,5,6,6,5,4,5,6,6,6,3,6,5,4,5,6,5,4,4,5,6,7,6,4,3,3
441,1,36,1,2,1,26,2,1,1,5,3,4,4,4,5,4,6,6,6,6,6,3,1,2,1,5,6,4,5,4,4,4,7,4,5,4,4
442,1,42,1,1,1,29,2,1,0,0,4,4,2,1,4,4,7,4,4,3,4,5,1,1,1,2,4,4,3,4,3,3,7,2,7,5,7
443,1,34,1,2,2, ,2,1,1,5,4,4,4,4,6,3,7,4,5,4,2,4,1,1,1,2,5,4,4,1,1,6,4,5,3,3,3
444,2,26,1,3,1,16,1,45,1,7,4,4,3,4,4,3,2,4,3,4,4,3,3,4,4,5,6,4,2,3,3,4,5,4,3,4,3
445,2,30,1,3,1,22,1,2,1,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
446,2,42,1,10,1,17,1,10,1,2,4,4,4,2,2,4,2,1,2,2,2,2,7,6,4,3,5,4,5,4,3,5,3,7,7,4,7
447,2,38,1,3,1,19,1,1,1,10,3,4,2,2,5,2,3,2,1,3,1,2,1,1,1,5,6,6,2,2,4,3,6,5,1,2,2
448,2,35,1,3,1,13,1,3,1,15,4,4,4,4,4,4,4,7,7,7,4,7,1,1,4,7,7,7,7,4,4,4,4,4,4,4,4
449,1,34,1,4,1,18,2,2,1,25,4,4,7,4,3,5,4,2,6,4,3,4,6,3,5,3,2,6,6,5,6,2,4,5,5,1,3
450,2,28,1,1,1,20,1,1,1,1,4,4,5,4,4,5,5,4,5,5,4,5,4,5,4,5,5,5,6,4,3,5, ,5,4,3,3
451,2,25,1,4,1,17,1,8,1,1,4,4,4,4,4,4,3,5,6,5,6,5,2,2,1,6,6,6,4,4,4,4,4,4,4,4,4
452,2,41,1,1,1,23,1,1,1,0,2,4,6,6,7,7,4,3,7,6,5,6,7,2,5,7,7,7,4,6,5,4,6,4,1,1,1
453,2,41,1,3,1,19,1,2,1,5,2,4,4,5,7,4,7,5,6,6,7,7,1,1,1,5,7,6,3,3,6,3,3,4,4,3,4
454,1,26,1,3,1,21,2,1,1,1,4,4,2,4,2,4,6,7,4,5,6,5,5,4,7,2,5,4,7,5,6,3,4,6,4,6,4
455,1,30,2,2,1,16,2,2,0,0,3,4,5,5,4,4,5,6,5,5,4,3,1,3,2,4,6,7,3,3,5,3,5,6,6,6,3
456,1,19,2,0,2, ,2,0,0,0,4,4,2,3,5, ,4,5,6,7,5,5,2,5,6,5,4,2,4,4,6,5,4,2,2,4,2
457,1,41,1,10,1,20,2,10,1,10,4,4,4,4,5,4,5,5,5,6,4,4,2,4,4,5,6,6,3,3,6,5,6,5,3,2,2
458,2,41,1,10,1,14,1,6,1,0,1,4,3,3,5,3,6,6,7,7,6,7,7,6,7,7,7,7,2,3,6,4,5,6,3,1,2
459,1,23,1,3,1,19,2,3,1,0,4,4,4,3,4,4,3,4,4,4,3,5,3,4,4,4,4,3,4,3,3,4,4,4,4,4,3
460,1,27,1,3,1,17,2,2,1,0,3,4,4,6,5,4,6,5,4,6,4,3,3,3,4,6,5,5,3,2,5,4,6,3,3,5,2
461,1,55,2,22,1,19,2,22,3,6,3,4,3,3,3,3,6,5,5,5,5,4,3,3,3,6,6,6,3,3,4,3,3,3,3,4,2
462,2,28,1,1,1,20,1,1,1,10,4,4,3,2,2,2,4,2,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4
463,2,38,1,3,1,16,1,3,1,30,3,4,6,5,5,3,5,5,6,5,6,4,4,3,4,6,5, ,5,5,6,4,2,3,3,3,5
464,2,62,1,5,1,18,1,25,1,0,3,4,4,4,3,4,7,3,4,4,5,5,4,3,5,7,7,7,3,4,6,5,7,6,1,2,2
465,1,33,1,3,1,17,2,3,1,4,5,4,4,2,4,2,2,5,6,6,6,6,3,5,5,6,2,2,3,2,5,3,4,4,6,2,2
466,2,23,2,5,1,15,1,13,2,1,4,4,4,7,5,4,4,5,5,6,6,3,4,6,5,5,5,6,6,5,5,6,5,6,3,2,2
467,1,27,1,1,2, ,2,1,1,1,3,4,3,2,2,2,5,6,4,6,3,5,3,5,2,5,6,3,3,2,6,6,2,5,6,4,2
468,2,28,1,1,1,20,1,1,1,1,3,4,3,2,2,2,5,4,1,2,2,4,2,2,2,4,4,4,3,3,3,2,2,2,3,4,3
469,2,28,1,3,1,17,1,2,1,1,3,4,3,3,3,3,5,5,5,5,4,5,3,3,2,5,6,6,3,3,5,4,5,4,4,3,4
470,2,33,2,5,1,22,1,11,1,0,2,4,4,3,3,4,2,3,5,5,4,6,2,2,2,7,7,7,4,4,6,7,7,7,1, ,1
471,1,36,1,7,1,14,2,11,1,20,4,4,4,5,6,4,6,5,5,4,3,3,1,1,2,4,4,3,2,2,4,4,6,5,2,1,1
472,1,35,1,22,1,22,2,2,5,2,3,4,5,5,5,6,5,6,6,6,6,2,6,5,5,5,6,6,5,5,6,5,6,5,3,2,3
473,2,51,1,10,1,14,1,20,1,4,2,4,7,7,7,7,7,7,7,7,7,1,2,2,2,7,7,7,2,2,7,4,6,3,1,1,1
474,2,28,1,1,1,22,1,1,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,4,5,5,4,4,5,4,4,5,3,3,4
475,2,23,2,2,1,21,1,1,0,0,3,4,4,4,4,4,4,7,7,4,7,1,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4
476,1,28,1,2,1,25,2,1,1,1,4,4,4,3,5,5,4,4,4,5,7,2,6,6,4,3,6,4,4,2,4,3,6,5,3,4,5
477,1,40,1,5,1,18,2,5,2,30,4,4,5,3,3,3,4,4,5,5,5,5,4,4,2,4,5,4,4,4,5,5,4,3,5,4,3
478,2,45,1,1,1,18,1,5,1,5,3,4,5,5,5,5,5,4,4,5,4,4,2,2,4,5,5,5,5,4,4,4,4,4,4,4,4
479,2,36,1,5,1,14,1,10,1,5,5,4,4,4,6,5,7,2,2,3,2,2,1,1,1,7,7,7,4,6,6,2,6,1,1,2,2
480,2,26,1,10,1,18,1,20,1,0,2,4,3,3,4,3,3,4,6,3,4,3,3,3,5,3,4,4,4,3,4,3,4,5,5,4,4
481,1,29,1,2,1,19,2,2,1,2,4,4,4,3,3,4,6,2,3,4,5,5,1,2,1,3,1,1,1,1,1,1,2,5,1,5,5
482,1,32,1,2,1,21,2,5,0,0,3,4,4, ,1,1,1,1,1,1,7,7,1,4,7,7,7,7,1,1,7,4,4,7,1,1,1
483,2,53,1,3,1,24,1,2,1,1,4,4,3,3,4,3,6,5,4,4,4,4,1,1,3,4,4,4,3,3,4,4,6,5,5,4,4
484,2,45,1,6,1,17,1,6,1,3,3,4,4,3,3,3,4,3,2,4,4,5,7,1,7,7,7,7,4,4,6,4,4,3,1,1,1
485,1,51,1,10,1,14,2,6,1,2,3,4,3,4,5,4,6,5,4,4,3,3,1,2,3,6,6,6,2,2,4,3,4,2,2,4,2
486,2,28,1,2,1,16,1,2,1,1,3,4,5,4,3,5,4,3,3,4,3,4,5,3,3,6,3,3,5,3,6,4,5,3,4,4,3
487,2,33,1,3,1,20,1,3,1,3,4,4,4,5,6,4,7,5,5,5,3,6,2,2,2,6,6,6,4,6,4,5,6,5,2,2,2
488,2,35,1,7,1,14,1,5,1,6,3,4,3,4,3,5,1,1,2,4,4,6,7,6,5,3,2,1,3,3,4,3,2,4,5,4,3
489,2,34,1,5,1,18,1,5,1,1,4,4,5,4,4,4,4,3,4,4,4,3,4,7,4,3,4,4,4,4,3,4,4,5,6,4,4
490,2,28,1,1,1,21,1,1,1,10,3,4,3,2,2,2,5,2,1,2,2,4,2,2,2,4,2,3,3,3,3,3,3,4,3,4,4
491,2,49,1,3,1,18,1,1,1,2,4,4,5,6,6,6,6,6,6,6,6,3,2,2,4,6,6,6,6,6,6,6,6,4,2,2,2
492,1,45,1,10,1,18,2,15,1,0,2,4,4,4,5,4,6,4,4,6,6,6,6,4,4,5,6,5,3,2,4,3,4,5,4,5,4
493,2,28,1,3,1,16,1,4,1,6,4,4,5,2,3,4,5,4,3,5,5,4,4,5,3,4,5,5,6,3,6,6,2,2,3,3,4
494,2,32,1,1,1,23,1,1,1,1,3,4,5,5,7,6,7,4,4,5,4,4,2,2,2,6,6,6,6,6,6,4,6,4,2,2,2
495,2,25,2,1,1,24,1,4,1,0,3,5,4,4,3,4,5,7,7,7,7,7,7,7,7,4,7,7,1,1,5,4,5,7,7,7,7
496,1,27,1,3,1,19,2,2,1,3,4,5,5,5,6,4,6,5,6,6,5,5,3,3,4,7,7,7,5,5,6,4,6,4,2,1,1
497,2,60,1,5,1,15,1,6,1,0,1,5,7,7,7,7,7,6,7,7,7,7,1,4,7,7,7,7,2,2,7,7,7,7,5,1,1
498,2,32,2,2,1,21,1,2,0,0,5,5,5,5,3,5,5,5,5,6,3,2,4,2,5,6,7,6,3,2,6,6,6,6,2,5,6
499,1,29,1,5,1,15,2,5,1,30,2,5,6,5,3,5,4,6,5,6,5,2, ,5,5,5,6,5,5,6,4,2,4,5,3,2,3
500,2,27,1,1,1,20,1,1,1,4,3,5,6,6,6,4,3,6,7,6,6,5,2,3,5,7,7,5,3,3,5,4,6,5,2,1,1
501,1,23,1,3,1,17,2,2,1,14,3,5,4,5,3,4,6,5,4,5,4,3,4,5,6,4,4,4,5,4,6,4,4,3,3,3,4
502,1,28,1,6,1,18,2,4,1,1,3,5,6,5,2,6,1,6,6,7,6,7,7,7,7,1,1,3,7,7,2,1,1,4,7,1,7
503,2,65,1,3,1,17,1,1,1,1,4,5,5,5,5,5,5,1,1,2,3,2,4,4,4,4, ,7,2,3,5,5,5,5,3,3,3
504,1,54,2,12,1,15,2,45,2,0,2,5,3,6,6,5,7,4,4,4,7,5,4,3,3,5,6,6,2,2,5,3,4,5,4,6,4
505,1,27,1,0,2, ,2,1,1,0,5,5,5,5,6,5,6,5,4,5,3,5,4,5,5,5,5,4,4,2,3,4,5,6,3,5,4
